;$FILEVERSION=1.1
;$STARTTIME=45561.8333557639
;
;   C:\Users\LISA\AppData\Local\Temp\PLIN-ViewPro\Traces\2024-09-26 20-00-01Z\Untitled.ltrc
;
;   Start time: 2024-09-26 20:00:01.938
;   
;   Direction description:
;   ~~~~~~~~~~~~~~~~~~
;     Pub   = Publisher Frame
;     Sub   = Subscriber Frame
;     SubAL = Subscriber Auto Length Frame
;   
;   Checksum Type description:
;   ~~~~~~~~~~~~~~~~~~
;     CL = Classic
;     EH = Enhanced
;     AU = Auto
;   
;   Error Code description:
;   ~~~~~~~~~~~~~~~~~~
;     CK = Checksum Error
;     GS = GroundShort Error
;     P0 = IdParityBit0 Error
;     P1 = IdParityBit1 Error
;     IS = InconsistentSynch Error
;     SR = SlaveNOtResponding Error
;     SD = SlotDelay Error
;     TO = Timeout Error
;     VS = VBatShort Error
;   
;   Columns decription:
;   ~~~~~~~~~~~~~~~~~~~~
;   +Frame Number
;   |           +Timestamp (microseconds)
;   |           |           +Direction
;   |           |           |    +Frame-ID (hex)
;   |           |           |    |   +Frame Length
;   |           |           |    |   |   +Data bytes (hex)
  2572)         68539911  SubAL  08  5  01 03 01 01 01           F0  EH 
  2573)         68599907  SubAL  00  2  09 FF                    76  EH 
  2574)         68609915  SubAL  08  5  08 03 01 08 08           DB  EH 
  2575)         68669917  SubAL  03  2  00 FF                    FC  EH 
  2576)         68679909  SubAL  08  5  07 03 01 02 07           E3  EH 
  2577)         68739909  SubAL  00  2  09 FF                    76  EH 
  2578)         68749917  SubAL  01  2  00 FF                    3E  EH 
  2579)         68759914  SubAL  02  2  00 FF                    BD  EH 
  2580)         68769918  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2581)         68829918  SubAL  01  2  00 FF                    3E  EH 
  2582)         68839912  SubAL  02  2  00 FF                    BD  EH 
  2583)         68849920  SubAL  03  2  09 FF                    F3  EH 
  2584)         68859920  SubAL  08  5  01 03 01 01 01           F0  EH 
  2585)         68919888  SubAL  00  2  09 FF                    76  EH 
  2586)         68929897  SubAL  08  5  08 03 01 08 08           DB  EH 
  2587)         68989902  SubAL  03  2  00 FF                    FC  EH 
  2588)         68999891  SubAL  08  5  07 03 01 02 07           E3  EH 
  2589)         69059894  SubAL  00  2  09 FF                    76  EH 
  2590)         69069898  SubAL  01  2  00 FF                    3E  EH 
  2591)         69079892  SubAL  02  2  00 FF                    BD  EH 
  2592)         69089903  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2593)         69149900  SubAL  01  2  00 FF                    3E  EH 
  2594)         69159897  SubAL  02  2  00 FF                    BD  EH 
  2595)         69169901  SubAL  03  2  00 FF                    FC  EH 
  2596)         69179898  SubAL  08  5  01 03 01 01 01           F0  EH 
  2597)         69239893  SubAL  00  2  09 FF                    76  EH 
  2598)         69249902  SubAL  08  5  08 03 01 08 08           DB  EH 
  2599)         69309904  SubAL  03  2  00 FF                    FC  EH 
  2600)         69319896  SubAL  08  5  07 03 01 02 07           E3  EH 
  2601)         69379896  SubAL  00  2  09 FF                    76  EH 
  2602)         69389907  SubAL  01  2  00 FF                    3E  EH 
  2603)         69399897  SubAL  02  2  00 FF                    BD  EH 
  2604)         69409905  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2605)         69469905  SubAL  01  2  00 FF                    3E  EH 
  2606)         69479898  SubAL  02  2  00 FF                    BD  EH 
  2607)         69489910  SubAL  03  2  00 FF                    FC  EH 
  2608)         69499903  SubAL  08  5  01 03 01 01 01           F0  EH 
  2609)         69559902  SubAL  00  2  09 FF                    76  EH 
  2610)         69569908  SubAL  08  5  08 03 01 08 08           DB  EH 
  2611)         69629909  SubAL  03  2  00 FF                    FC  EH 
  2612)         69639925  SubAL  08  5  07 03 01 02 07           E3  EH 
  2613)         69699901  SubAL  00  2  09 FF                    76  EH 
  2614)         69709909  SubAL  01  2  00 FF                    3E  EH 
  2615)         69719902  SubAL  02  2  00 FF                    BD  EH 
  2616)         69729910  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2617)         69789914  SubAL  01  2  00 FF                    3E  EH 
  2618)         69799904  SubAL  02  2  00 FF                    BD  EH 
  2619)         69809912  SubAL  03  2  00 FF                    FC  EH 
  2620)         69819909  SubAL  08  5  01 03 01 01 01           F0  EH 
  2621)         69879904  SubAL  00  2  09 FF                    76  EH 
  2622)         69889917  SubAL  08  5  08 03 01 08 08           DB  EH 
  2623)         69950203  SubAL  03  2  00 FF                    FC  EH 
  2624)         69960200  SubAL  08  5  07 03 01 02 07           E3  EH 
  2625)         70020195  SubAL  00  2  09 FF                    76  EH 
  2626)         70030203  SubAL  01  2  00 FF                    3E  EH 
  2627)         70040197  SubAL  02  2  00 FF                    BD  EH 
  2628)         70050205  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2629)         70110205  SubAL  01  2  00 FF                    3E  EH 
  2630)         70120198  SubAL  02  2  00 FF                    BD  EH 
  2631)         70130206  SubAL  03  2  00 FF                    FC  EH 
  2632)         70140203  SubAL  08  5  01 03 01 01 01           F0  EH 
  2633)         70200199  SubAL  00  2  09 FF                    76  EH 
  2634)         70210207  SubAL  08  5  08 03 01 08 08           DB  EH 
  2635)         70270209  SubAL  03  2  00 FF                    FC  EH 
  2636)         70280201  SubAL  08  5  07 03 01 02 07           E3  EH 
  2637)         70340201  SubAL  00  2  09 FF                    76  EH 
  2638)         70350209  SubAL  01  2  00 FF                    3E  EH 
  2639)         70360206  SubAL  02  2  00 FF                    BD  EH 
  2640)         70370210  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2641)         70430210  SubAL  01  2  09 FF                    35  EH 
  2642)         70440204  SubAL  02  2  00 FF                    BD  EH 
  2643)         70450212  SubAL  03  2  00 FF                    FC  EH 
  2644)         70460212  SubAL  08  5  01 03 01 01 01           F0  EH 
  2645)         70520204  SubAL  00  2  09 FF                    76  EH 
  2646)         70530213  SubAL  08  5  08 03 01 08 08           DB  EH 
  2647)         70590218  SubAL  03  2  00 FF                    FC  EH 
  2648)         70600259  SubAL  08  5  07 03 01 02 07           E3  EH 
  2649)         70660210  SubAL  00  2  09 FF                    76  EH 
  2650)         70670214  SubAL  01  2  00 FF                    3E  EH 
  2651)         70680208  SubAL  02  2  00 FF                    BD  EH 
  2652)         70690219  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2653)         70750216  SubAL  01  2  09 FF                    35  EH 
  2654)         70760213  SubAL  02  2  00 FF                    BD  EH 
  2655)         70770217  SubAL  03  2  00 FF                    FC  EH 
  2656)         70780214  SubAL  08  5  01 03 01 01 01           F0  EH 
  2657)         70840209  SubAL  00  2  09 FF                    76  EH 
  2658)         70850218  SubAL  08  5  08 03 01 08 08           DB  EH 
  2659)         70909973  SubAL  03  2  00 FF                    FC  EH 
  2660)         70919965  SubAL  08  5  07 03 01 02 07           E3  EH 
  2661)         70979965  SubAL  00  2  09 FF                    76  EH 
  2662)         70989976  SubAL  01  2  00 FF                    3E  EH 
  2663)         70999966  SubAL  02  2  00 FF                    BD  EH 
  2664)         71009974  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2665)         71069974  SubAL  01  2  00 FF                    3E  EH 
  2666)         71079967  SubAL  02  2  00 FF                    BD  EH 
  2667)         71089979  SubAL  03  2  00 FF                    FC  EH 
  2668)         71099972  SubAL  08  5  01 03 01 01 01           F0  EH 
  2669)         71159972  SubAL  00  2  09 FF                    76  EH 
  2670)         71169977  SubAL  08  5  08 03 01 08 08           DB  EH 
  2671)         71229978  SubAL  03  2  00 FF                    FC  EH 
  2672)         71239971  SubAL  08  5  07 03 01 02 07           E3  EH 
  2673)         71299970  SubAL  00  2  09 FF                    76  EH 
  2674)         71309978  SubAL  01  2  00 FF                    3E  EH 
  2675)         71319971  SubAL  02  2  00 FF                    BD  EH 
  2676)         71329979  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2677)         71389983  SubAL  01  2  09 FF                    35  EH 
  2678)         71399973  SubAL  02  2  00 FF                    BD  EH 
  2679)         71409981  SubAL  03  2  00 FF                    FC  EH 
  2680)         71419978  SubAL  08  5  01 03 01 01 01           F0  EH 
  2681)         71479973  SubAL  00  2  09 FF                    76  EH 
  2682)         71489986  SubAL  08  5  08 03 01 08 08           DB  EH 
  2683)         71549983  SubAL  03  2  00 FF                    FC  EH 
  2684)         71559980  SubAL  08  5  07 03 01 02 07           E3  EH 
  2685)         71619976  SubAL  00  2  09 FF                    76  EH 
  2686)         71629983  SubAL  01  2  00 FF                    3E  EH 
  2687)         71639984  SubAL  02  2  00 FF                    BD  EH 
  2688)         71649985  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2689)         71709985  SubAL  01  2  00 FF                    3E  EH 
  2690)         71719978  SubAL  02  2  00 FF                    BD  EH 
  2691)         71729986  SubAL  03  2  00 FF                    FC  EH 
  2692)         71739983  SubAL  08  5  01 03 01 01 01           F0  EH 
  2693)         71799979  SubAL  00  2  09 FF                    76  EH 
  2694)         71809987  SubAL  08  5  08 03 01 08 08           DB  EH 
  2695)         71869989  SubAL  03  2  00 FF                    FC  EH 
  2696)         71879981  SubAL  08  5  07 03 01 02 07           E3  EH 
  2697)         71940101  SubAL  00  2  09 FF                    76  EH 
  2698)         71950109  SubAL  01  2  09 FF                    35  EH 
  2699)         71960106  SubAL  02  2  00 FF                    BD  EH 
  2700)         71970124  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2701)         72030110  SubAL  01  2  09 FF                    35  EH 
  2702)         72040104  SubAL  02  2  00 FF                    BD  EH 
  2703)         72050112  SubAL  03  2  00 FF                    FC  EH 
  2704)         72060128  SubAL  08  5  01 03 01 01 01           F0  EH 
  2705)         72120104  SubAL  00  2  09 FF                    76  EH 
  2706)         72130113  SubAL  08  5  08 03 01 08 08           DB  EH 
  2707)         72190118  SubAL  03  2  00 FF                    FC  EH 
  2708)         72200107  SubAL  08  5  07 03 01 02 07           E3  EH 
  2709)         72260110  SubAL  00  2  09 FF                    76  EH 
  2710)         72270114  SubAL  01  2  00 FF                    3E  EH 
  2711)         72280108  SubAL  02  2  00 FF                    BD  EH 
  2712)         72290119  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2713)         72350116  SubAL  01  2  00 FF                    3E  EH 
  2714)         72360113  SubAL  02  2  00 FF                    BD  EH 
  2715)         72370117  SubAL  03  2  00 FF                    FC  EH 
  2716)         72380114  SubAL  08  5  01 03 01 01 01           F0  EH 
  2717)         72440125  SubAL  00  2  09 FF                    76  EH 
  2718)         72450118  SubAL  08  5  08 03 01 08 08           DB  EH 
  2719)         72510120  SubAL  03  2  00 FF                    FC  EH 
  2720)         72520112  SubAL  08  5  07 03 01 02 07           E3  EH 
  2721)         72580112  SubAL  00  2  09 FF                    76  EH 
  2722)         72590123  SubAL  01  2  00 FF                    3E  EH 
  2723)         72600113  SubAL  02  2  00 FF                    BD  EH 
  2724)         72610121  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2725)         72670121  SubAL  01  2  00 FF                    3E  EH 
  2726)         72680114  SubAL  02  2  00 FF                    BD  EH 
  2727)         72690126  SubAL  03  2  00 FF                    FC  EH 
  2728)         72700119  SubAL  08  5  01 03 01 01 01           F0  EH 
  2729)         72760119  SubAL  00  2  09 FF                    76  EH 
  2730)         72770124  SubAL  08  5  08 03 01 08 08           DB  EH 
  2731)         72830125  SubAL  03  2  00 FF                    FC  EH 
  2732)         72840118  SubAL  08  5  07 03 01 02 07           E3  EH 
  2733)         72900117  SubAL  00  2  09 FF                    76  EH 
  2734)         72909798  SubAL  01  2  00 FF                    3E  EH 
  2735)         72919791  SubAL  02  2  00 FF                    BD  EH 
  2736)         72929799  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2737)         72989803  SubAL  01  2  00 FF                    3E  EH 
  2738)         72999793  SubAL  02  2  00 FF                    BD  EH 
  2739)         73009801  SubAL  03  2  00 FF                    FC  EH 
  2740)         73019798  SubAL  08  5  01 03 01 01 01           F0  EH 
  2741)         73079793  SubAL  00  2  09 FF                    76  EH 
  2742)         73089806  SubAL  08  5  08 03 01 08 08           DB  EH 
  2743)         73149803  SubAL  03  2  00 FF                    FC  EH 
  2744)         73159800  SubAL  08  5  07 03 01 02 07           E3  EH 
  2745)         73219796  SubAL  00  2  09 FF                    76  EH 
  2746)         73229803  SubAL  01  2  00 FF                    3E  EH 
  2747)         73239797  SubAL  02  2  00 FF                    BD  EH 
  2748)         73249805  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2749)         73309805  SubAL  01  2  00 FF                    3E  EH 
  2750)         73319798  SubAL  02  2  00 FF                    BD  EH 
  2751)         73329806  SubAL  03  2  00 FF                    FC  EH 
  2752)         73339803  SubAL  08  5  01 03 01 01 01           F0  EH 
  2753)         73399799  SubAL  00  2  09 FF                    76  EH 
  2754)         73409807  SubAL  08  5  08 03 01 08 08           DB  EH 
  2755)         73469809  SubAL  03  2  00 FF                    FC  EH 
  2756)         73479801  SubAL  08  5  07 03 01 02 07           E3  EH 
  2757)         73539801  SubAL  00  2  09 FF                    76  EH 
  2758)         73549809  SubAL  01  2  00 FF                    3E  EH 
  2759)         73559806  SubAL  02  2  00 FF                    BD  EH 
  2760)         73569810  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2761)         73629810  SubAL  01  2  00 FF                    3E  EH 
  2762)         73639811  SubAL  02  2  00 FF                    BD  EH 
  2763)         73649812  SubAL  03  2  00 FF                    FC  EH 
  2764)         73659812  SubAL  08  5  01 03 01 01 01           F0  EH 
  2765)         73719804  SubAL  00  2  09 FF                    76  EH 
  2766)         73729813  SubAL  08  5  08 03 01 08 08           DB  EH 
  2767)         73789818  SubAL  03  2  00 FF                    FC  EH 
  2768)         73799807  SubAL  08  5  07 03 01 02 07           E3  EH 
  2769)         73859810  SubAL  00  2  09 FF                    76  EH 
  2770)         73869814  SubAL  01  2  00 FF                    3E  EH 
  2771)         73879808  SubAL  02  2  00 FF                    BD  EH 
  2772)         73889819  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2773)         73949715  SubAL  01  2  00 FF                    3E  EH 
